image,caption,gallery
Cuba_Mainbar_Family_005.jpg,"Livia Castillo holds a portrait of Ángel's great grandmother, Antonia Vidal, at their home in Camagüey, Cuba. Saturday June 25, 2016.",family
Cuba_Mainbar_Family_006.jpg,"Livia Castillo brings out family photos to share at her home in Camagüey, Cuba. Sunday June 26, 2016.",family
Cuba_Mainbar_Family_007.jpg,"Livia Castillo guides her husband, Haroldo Sr., back to his sitting chair after lunch at their home in Camagüey, Cuba. Sunday June 26, 2016.",family
Cuba_Mainbar_Family_008.jpg,"Livita Castillo, center, leads her family, from left, Livia, Victor Manuel, Haroldo Sr. and Haroldo Jr., in prayer for their relative Ángel González, right, before the reporter leaves Camagüey, Cuba. Monday June 27, 2016.",family
Cuba_Mainbar_Havana_001.jpg,"Cubans hang out along the Malecón in Havana after midnight, playing music, drinking and chatting. Tuesday June 21, 2016.",havana
Cuba_Mainbar_Havana_002.jpg,"Almendrónes, vintage car taxis that travel a specific route and pick up passengers along the way, are a common sight along Avenida 23 in the Vedado neighborhood of Havana. Wednesday June 22, 2016.",havana
Cuba_Mainbar_Havana_003.jpg,"Coworkers from a hotel share the backseat of an almendrón taxi on their way home from work in Havana, Cuba. Thursday June 23, 2016.",havana
Cuba_Mainbar_Havana_004.jpg,"Splashes of red are aglow in La Rampa in the Vedado neighborhood in Havana, Cuba. Wednesday June 22, 2016.",havana
Cuba_Mainbar_Havana_005.jpg,"American influence, although stifled by the Revolution, is clearly visible in Havana with the classic 1950s cars and the design of El Capitolio. The building was completed in 1929 and was emptied of lawmakers during the revolution 30 years later. Today it is under massive renovations to be restored to its original use as the seat of government. Thursday June 23, 2016.",havana
Cuba_Mainbar_Havana_006.jpg,"Liseet Castillo, 39, mops the floor of a bakery in Centro Habana next to a poster of Hugo ChC!vez, former Venezuelan ruler, and a main ally of Cuba and Fidel Castro.  Friday June 24, 2016.",havana
Cuba_Mainbar_Havana_007.jpg,"Workers deep clean a giant statue of activist, writer and national hero José Martí in Parque Central in the Habana Vieja neighborhood. Thursday June 23, 2016.",havana
Cuba_Mainbar_Havana_008.jpg,"Buses in Havana, Cuba seem to always be crowded.  Wednesday June 29, 2016.",havana
Cuba_Mainbar_Havana_009.jpg,"Boys play on one of many streets full of construction in Habana Vieja, Havana. Wednesday June 29, 2016.",havana
Cuba_Mainbar_Havana_010.jpg,"Reenactors dressed in their 18th century military regalia walk by the tourist booths for their 9 p.m. cañonazo ceremony, where they do a formal procession and fire a cannon, at the Fortaleza de San Carlos de la Cabaña in Havana. Monday June 28, 2016.",havana
Cuba_Mainbar_Havana_011.jpg,"Tourists take pictures along the Malecón in a classic convertible car in Havana, Cuba. Thursday June 30, 2016.",havana
Cuba_Mainbar_Havana_012.jpg,"The view of Havana from the Fortaleza de San Carlos de la Cabaña, with El Capitolio in the center, in Cuba. Monday June 28, 2016.",havana
Cuba_Mainbar_Havana_013.jpg,"Workers push heavy construction materials down the street in Centro Habana towards the Vedado neighborhood. Friday June 24, 2016.",havana
Cuba_Mainbar_Havana_014.jpg,"Amparito Fajardo, 75, holds a photograph of one of the many family members she misses who live in the United States. She said she tried living there for a while, but missed the vibrancy of life in Havana. Wednesday June 29, 2016.",havana
Cuba_Mainbar_Havana_015.jpg,"High ceilings and bright colors are the norm throughout palatial buildings in Centro Habana. Wednesday June 22, 2016.",havana
Cuba_Mainbar_Havana_016.jpg,"Women try and entice men into a club while walking through Centro Habana late at night Wednesday June 22, 2016.",havana
Cuba_Mainbar_Havana_017.jpg,"Destroyed books sit in an abandoned military depot in the Vedado neighborhood of Havana. June 24, 2016.",havana
Cuba_Mainbar_Havana_018.jpg,"Ahmed Argilago used to be an agronomist, but now works as a security guard at the Escuela Nacional Cubana de Ballet. Thursday June 23, 2016.",havana
Cuba_Mainbar_Havana_019.jpg,"Stray dogs and cats wander torn-up streets in Centro Habana. Wednesday June 22, 2016.",havana
Cuba_Mainbar_Havana_020.jpg,"Men deliver goods to market by bike in Havana -- a common sight due to the high price of cars. Thursday June 30, 2016.",havana
Cuba_Mainbar_Havana_021.jpg,"This old aristocratic house in the Vedado neighborhood of Havana, formerly owned by the Loynaz Del Castillo family, used to house some of Cuba’s most prestigious personalities and artists, but is now inhabited by almost 40 people. Thursday June 23, 2016.",havana
Cuba_Mainbar_Havana_022.jpg,"Israel Rojas Alphonso packages roses with glitter and sells them on the street in Vedado, Havana. Thursday June 30, 2016.",havana
Cuba_Mainbar_Havana_023.jpg,"Taxis cruise down the Malecón on a steamy late afternoon in Havana. Thursday June 23, 2016.",havana
Cuba_Mainbar_Havana_024.jpg,"The view out of an almendrón driving in Vedado, Havana, Cuba. Thursday June 30, 2016.",havana
Cuba_Mainbar_Havana_025.jpg,"Construction projects, stalled and in-progress, abound around Havana, with poured concrete and large cranes. June 24, 2016.",havana
Cuba_Mainbar_Havana_026.jpg,"Building material salvage workers take a break in Havana, Cuba. Wednesday June 29, 2016.",havana
Cuba_Mainbar_Havana_027.jpg,"A girl talks to a neighbor through a gate in Havana, Cuba. Wednesday June 29, 2016.",havana
Cuba_Mainbar_Havana_028.jpg,"Boys play soccer along the Paseo del Prado, Havana, which divides Centro Habana and Habana Vieja Wednesday June 22, 2016.",havana
Cuba_Mainbar_Havana_029.jpg,"The view of Centro Habana from La Guarida's new rooftop bar in Cuba. La Guarida is the paladar, or privately owned restaurant, where the 1993 film 'Fresa y Chocolate' was filmed. Wednesday June 29",havana
Cuba_Mainbar_InlineOptions_001.jpg,"Classic cars and bicitaxis, similar to pedicabs, sputter through the streets of Centro Habana in the early morning hours. Wednesday June 22, 2016.",inline
Cuba_Mainbar_InlineOptions_002.jpg,"Manager Hosmay González, 33, left, and Pedro Basulto, 37, a store clerk, sell eggs to a woman according to her ration card at a corner market in Centro Habana Friday June 24, 2016.",inline
Cuba_Mainbar_InlineOptions_003.jpg,"Seattle Times reporter Ángel González visits a memorial for his ancestor Ángel del Castillo Agramonte in Lázaro López, Ciego de Ávila province, Cuba. He was a wealthy planter in the late 1800s who rose up against Spain for Cuban independence, and was known for his recklessness. 'They called him la tempestad a caballo, which is like a storm on horseback,' González said. Saturday June 25, 2016.",inline
Cuba_Mainbar_InlineOptions_004.jpg,"Gregory Biniowsky is a Canadian lawyer who also runs Nazdarovie, a retro-Soviet restaurant on the Malecón in Havana. Biniowsky has lived in Cuba for more than 20 years and specializes in consulting with international companies who want to invest or do business in Cuba and Latin America. June 24, 2016.",inline
Cuba_Mainbar_InlineOptions_005.jpg,"Ángel González takes a picture of Havana from the Fortaleza de San Carlos de la Cabaña in Cuba. Monday June 28, 2016.",inline
Cuba_Mainbar_InlineOptions_006.jpg,"The Christ of Havana statue overlooks the flare stack of the Nico López oil refinery in Cuba.  Monday June 28, 2016.",inline
Cuba_Mainbar_InlineOptions_007.jpg,"Reporter Ángel González looks out at Havana from the Fortaleza de San Carlos de la Cabaña in Cuba Monday June 28, 2016.",inline
Cuba_Mainbar_InlineOptions_008.jpg,"Efraín Izquierdo, 90, stands in Restaurante 1800, his family's gleaming and successful paladar, or privately-owned restaurant, in Camagüey, Cuba. The Izquierdos sold property and got a loan to transform the building into a restaurant, and after opening in 2012, are planning to expand. Monday June 27, 2016.",inline
Cuba_Mainbar_InlineOptions_009.jpg,"In the heat of the afternoon, Cubans build a house in the countryside in Ciego de Ávila province. Saturday June 25, 2016.",inline
Cuba_Sidebar_Cars_001.jpg,"A vintage car in Camagüey, Cuba. Monday June 27, 2016.",cars
Cuba_Sidebar_Cars_002.jpg,"Peña, our hired taxi driver, took us to Camagüey from Havana. He said his Kia, with a couple years and 300,000 miles on it, is worth the equivalent of more than $40,000 in Cuba because of the short supply and high demand for cars. Before driving a taxi, he was in the Army's special forces Saturday. June 25, 2016.",cars
Cuba_Sidebar_Cars_003.jpg,"Horse-drawn carriages are still a very popular form of public transit in Camagüey, Cuba. Monday June 27, 2016.",cars
Cuba_Sidebar_Cars_004.jpg,"Wires abound as a mechanic rebuilds a car on the streets of Havana. Wednesday June 29, 2016.",cars
Cuba_Sidebar_Cars_005.jpg,"Older cars still reign in Havana, but newer models are creeping in. Wednesday June 29, 2016.",cars
Cuba_Sidebar_Cars_006.jpg,"A very old car drives by an abandoned military depot in Vedado, Havana, painted with sunset light. Friday June 24, 2016.",cars
Cuba_Sidebar_Flights_01.jpg,"Tourists take pictures along Havana's Malecón in a convertible taxi. Thursday June 30, 2016.",flights
Cuba_Sidebar_Restaurants_01.jpg,"Ernestino Medina, the chef at La Paladar Maria in Taguasco, Sancti Spíritus, Cuba takes care of his kitchen, cooking over open flames. Paladars are privately-owned restaurants, as opposed to state-owned -- they are generally higher quality.   Saturday June 25, 2016.",restaurants
Cuba_Sidebar_Restaurants_02.jpg,"Ernestino Medina, the chef at La Paladar Maria in Taguasco, Sancti Spíritus, Cuba makes tamales, adding water as it boils off over open flames. Paladars are privately-owned restaurants, as opposed to state-owned -- they are generally higher quality, and in cities, more expensive.   Saturday June 25, 2016.",restaurants
Cuba_sidebar_salary_001.jpg,"Fernando started his professional career as a doctor, but then chose to drive a taxi to make better money. Doctors reportedly now make up to the equivalent of $67 per month, whereas taxi drivers for foreign tourists can make over $600 per month. Tuesday June 21, 2016.",salary
Cuba_Sidebar_ShoppingMall_01.jpg,Kids take turns riding in toy cars at a parque infantil,shopping_mall
Cuba_Sidebar_ShoppingMall_02.jpg,"José Antonio Velásquez Gómez, 72, started a portrait and photo reprint studio in a free-enterprise shopping mall that recently popped up in Havana. Thursday June 30, 2016.",shopping_mall
Cuba_Sidebar_SugarMill_01.jpg,"The Santa Isabel Sugar Mill in Camagüey province, Cuba, used to be owned by Ángel del Castillo, reporter Ángel González's great-great grandfather. It didn't operate for long, as Ángel del Castillo joined the Cuban rebels, and the Spanish bombed it to ruin. Now it is a historical site with a snack bar. Sunday June 26, 2016.",sugar_mill
Cuba_Sidebar_SugarMill_02.jpg,"Formerly high-tech gears can still be found at the Santa Isabel Sugar Mill in Camagüey province, Cuba, a mill that was owned by Ángel del Castillo, reporter Ángel González's great-great grandfather. He went to school in the United States and brought back modern machinery so the mill could end its use of slaves. Sunday June 26, 2016.",sugar_mill
Cuba_Sidebar_SugarMill_03.jpg,"Israel Salazar, 68, has lived behind the Santa Isabel Sugar Mill in Camagüey province, Cuba, since 2008 Sunday June 26, 2016.",sugar_mill
Cuba_Sidebar_YoungPeople_01.jpg,"Clandestina, a local clothing and design boutique opened by Idania del RC-o and Leire FernC!ndez, is thriving in Habana Vieja, Cuba. Thursday June 30, 2016.",young_people
Cuba_Sidebar_YoungPeople_02.jpg,"Idania del RC-o, a designer behind the popular Clandestina design boutique in Habana Vieja, Cuba. Thursday June 30, 2016.",young_people
